"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS","norm_all","stan_all","norm_yr","stan_yr"
"21",2,2012,7,21,"2012-07-21",68.1,58.5,1018.3,9.8,4.1,12,999.9,77,57.9,0.43,999.9,0,528,0.349434737923947,-0.673819530980167,0.507726269315673,-0.217616767520705
"22",1,2012,7,22,"2012-07-22",72.5,59.4,1020.3,10,2,8,999.9,82,54,0,999.9,0,498,0.318602261048304,-0.973224329724441,0.441501103752759,-0.571652887978792
"23",3,2012,7,23,"2012-07-23",76,67.2,1016.9,8.9,3,13,999.9,86,64,0,999.9,0,505,0.325796505652621,-0.903363210017444,0.456953642384106,-0.489044459871905
"24",4,2012,7,24,"2012-07-24",80.3,67.3,1005.4,8.1,6,15,18.1,90,70,0.15,999.9,0,574,0.396711202466598,-0.214732172905613,0.609271523178808,0.325238617181695
"25",5,2012,7,25,"2012-07-25",76.5,53.5,1009.7,10,4.2,19,999.9,84.9,66.9,0,999.9,0,612,0.435765673175745,0.164513905503801,0.693156732891832,0.773684369761939
"26",6,2012,7,26,"2012-07-26",78,62.4,1007,8.9,4.3,13,29.9,87.1,66.9,0,999.9,1,604,0.42754367934224,0.0846726258386609,0.675496688741722,0.679274737639783
"27",7,2012,7,27,"2012-07-27",76.6,69.3,1007,9.1,4.4,14,999.9,87.1,70,0.6,999.9,0,638,0.462487153134635,0.423998064415505,0.750551876379691,1.08051567415895
"28",2,2012,7,28,"2012-07-28",75.5,69.6,1012.2,7,3.9,8,15.9,84,68,0,999.9,1,513,0.334018499486125,-0.823521930352304,0.474613686534216,-0.394634827749749
"29",1,2012,7,29,"2012-07-29",71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,376,0.193216855087359,-2.19080384461782,0.172185430463576,-2.01139977784168
"30",3,2012,7,30,"2012-07-30",73.1,65.1,1018.6,10,2.2,8.9,999.9,79,64.9,0.01,999.9,0,530,0.351490236382323,-0.653859211063882,0.512141280353201,-0.194014359490166
"31",4,2012,7,31,"2012-07-31",73.4,64.3,1016.7,10,3.8,14,999.9,80.1,60.1,0,999.9,0,540,0.361767728674203,-0.554057611482457,0.534216335540839,-0.0760023193374701
"32",5,2012,8,1,"2012-08-01",72.2,68.4,1012.4,7.8,2.5,9.9,999.9,78.1,66.9,0.55,999.9,1,616,0.439876670092497,0.204434545336371,0.701986754966887,0.820889185823018
"33",6,2012,8,2,"2012-08-02",75,68.4,1011.3,6.2,2.7,11.1,999.9,87.1,66.2,0.11,999.9,1,570,0.392600205549846,-0.254652812738183,0.600441501103753,0.278033801120617
"34",7,2012,8,3,"2012-08-03",77.9,70.8,1015.3,6,4.4,13,18.1,89.1,69.1,0,999.9,1,589,0.412127440904419,-0.0650297735334762,0.642384105960265,0.502256677410739
"35",2,2012,8,4,"2012-08-04",77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,568,0.39054470709147,-0.274613132654468,0.596026490066225,0.254431393090078
"36",1,2012,8,5,"2012-08-05",78.1,72.4,1019.7,5.8,6.1,15,22.9,91,69.1,0,999.9,1,518,0.339157245632066,-0.773621130561592,0.485651214128035,-0.335628807673401
"37",3,2012,8,6,"2012-08-06",77.3,66.9,1015.7,8.9,5.5,15,22,86,71.1,0.49,999.9,0,593,0.416238437821172,-0.0251091337009063,0.65121412803532,0.549461493471817
"38",4,2012,8,7,"2012-08-07",75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,547,0.36896197327852,-0.48419649177546,0.549668874172185,0.00660610876941692
"39",5,2012,8,8,"2012-08-08",77.8,67.1,1014.7,8.8,1.1,8,999.9,86,64,0,999.9,0,528,0.349434737923947,-0.673819530980167,0.507726269315673,-0.217616767520705
"40",6,2012,8,9,"2012-08-09",78.2,69.6,1013.6,9.3,2.3,7,15,88,61,0,999.9,0,581,0.403905447070915,-0.144871053198616,0.624724061810154,0.407847045288583
"41",7,2012,8,10,"2012-08-10",75.3,71.3,1011.6,7.6,5.4,20,23.9,79,66.2,0,999.9,1,617,0.440904419321686,0.214414705294513,0.704194260485651,0.832690389838287
"42",2,2012,8,11,"2012-08-11",77.7,71.5,1010.2,7.8,6.9,16.9,28,87.1,71.1,1.1,999.9,0,507,0.327852004110997,-0.883402890101159,0.461368653421634,-0.465442051841366
"43",1,2012,8,12,"2012-08-12",77.8,65.4,1012.5,8.7,5.7,22,29.9,84.9,69.8,0.62,999.9,0,505,0.325796505652621,-0.903363210017444,0.456953642384106,-0.489044459871905
"44",3,2012,8,13,"2012-08-13",76.3,61.2,1014.6,9.2,4.3,13,999.9,86,69.1,0.05,999.9,0,504,0.324768756423433,-0.913343369975586,0.454746136865342,-0.500845663887175
"45",4,2012,8,14,"2012-08-14",76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,520,0.341212744090442,-0.753660810645307,0.490066225165563,-0.312026399642862
"46",5,2012,8,15,"2012-08-15",73.6,68.9,1011.5,6.5,3.5,9.9,999.9,81,66.2,0.01,999.9,1,602,0.425488180883864,0.064712305922376,0.671081677704194,0.655672329609244
"47",6,2012,8,16,"2012-08-16",74,64.3,1011.9,6.7,3.1,13,15,84.9,66,0.15,999.9,1,613,0.436793422404933,0.174494065461943,0.695364238410596,0.785485573777209
"48",7,2012,8,17,"2012-08-17",77.9,60.7,1010.6,9.5,3.3,15,17.1,88,69.1,0,999.9,0,574,0.396711202466598,-0.214732172905613,0.609271523178808,0.325238617181695
"49",2,2012,8,18,"2012-08-18",69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,540,0.361767728674203,-0.554057611482457,0.534216335540839,-0.0760023193374701
"50",1,2012,8,19,"2012-08-19",68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,467,0.286742034943474,-1.28260928842686,0.373068432671082,-0.937490212452149
"51",3,2012,8,20,"2012-08-20",71.4,56.7,1012.5,10,0.8,9.9,999.9,78.1,64,0,999.9,0,473,0.292908530318602,-1.222728328678,0.386313465783664,-0.866682988360532
"52",4,2012,8,21,"2012-08-21",72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,482,0.302158273381295,-1.13290688905472,0.406181015452539,-0.760472152223106
"53",5,2012,8,22,"2012-08-22",73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,504,0.324768756423433,-0.913343369975586,0.454746136865342,-0.500845663887175
"54",6,2012,8,23,"2012-08-23",74.7,61.7,1020.4,8.9,2,8.9,999.9,84,62.6,0,999.9,0,574,0.396711202466598,-0.214732172905613,0.609271523178808,0.325238617181695
"55",7,2012,8,24,"2012-08-24",77.3,60.9,1020.7,9.3,2,7,999.9,87.1,66,0,999.9,0,601,0.424460431654676,0.0547321459642335,0.66887417218543,0.643871125593974
"56",2,2012,8,25,"2012-08-25",75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,474,0.29393627954779,-1.21274816871986,0.388520971302428,-0.854881784345262
"57",1,2012,8,26,"2012-08-26",73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,999.9,0,471,0.290853031860226,-1.24268864859429,0.381898454746137,-0.890285396391071
"58",3,2012,8,27,"2012-08-27",71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,999.9,1,548,0.369989722507708,-0.474216331817318,0.551876379690949,0.0184073127846865
"59",4,2012,8,28,"2012-08-28",77.9,67.4,1011.5,9,6,15.9,22.9,86,69.8,0.75,999.9,0,587,0.410071942446043,-0.0849900934497611,0.637969094922737,0.4786542693802
"60",5,2012,8,29,"2012-08-29",73.3,53.2,1014,10,4.7,15,21,79,64.4,0.01,999.9,0,550,0.372045220966084,-0.454256011901033,0.556291390728477,0.0420097208152257
"61",6,2012,8,30,"2012-08-30",72,49.4,1017.6,10,2.5,15.9,20,82,57.2,0,999.9,0,618,0.441932168550874,0.224394865252656,0.706401766004415,0.844491593853557
"62",7,2012,8,31,"2012-08-31",78.7,56.1,1016.3,9.9,3.9,20,27,90,68,0,999.9,0,701,0.527235354573484,1.05274814177848,0.88962472406181,1.82399152712093
"63",2,2012,9,1,"2012-09-01",81.6,61.3,1014.6,9.9,4.7,16.9,22.9,90,62.6,0,999.9,0,515,0.336073997944502,-0.803561610436019,0.479028697571744,-0.37103241971921
"64",1,2012,9,2,"2012-09-02",75.4,65.9,1017.7,9.8,3.2,11.1,999.9,80.1,62.1,0,999.9,0,421,0.239465570400822,-1.74169664650141,0.271523178807947,-1.48034559715455
"65",3,2012,9,3,"2012-09-03",73.8,65.1,1019.8,10,4.5,14,999.9,79,55.4,0,999.9,0,373,0.190133607399794,-2.22074432449225,0.165562913907285,-2.04680338988749
"66",4,2012,9,4,"2012-09-04",72.6,68.4,1016.8,8.8,4.7,15.9,999.9,79,60.8,0.02,999.9,0,606,0.429599177800617,0.104632945754946,0.679911699779249,0.702877145670322
"67",5,2012,9,5,"2012-09-05",75.2,71.5,1009.7,6.7,5.4,16.9,22.9,80.1,71.1,0.13,999.9,0,601,0.424460431654676,0.0547321459642335,0.66887417218543,0.643871125593974
"68",6,2012,9,6,"2012-09-06",73.2,65.3,1011.3,9.7,2.3,12,999.9,79,62.6,0.59,999.9,0,572,0.394655704008222,-0.234692492821898,0.60485651214128,0.301636209151156
"69",7,2012,9,7,"2012-09-07",77,67.8,1012.2,8.7,2.7,8,999.9,86,64.4,0,999.9,0,680,0.505652620760534,0.843164782657489,0.84326710816777,1.57616624280027
"70",2,2012,9,8,"2012-09-08",75.3,69.6,1007.5,8.8,5.8,15.9,28.9,81,69.1,0,999.9,1,598,0.421377183967112,0.0247916660898061,0.662251655629139,0.608467513548165
"71",1,2012,9,9,"2012-09-09",68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,999.9,0,464,0.28365878725591,-1.31254976830129,0.36644591611479,-0.972893824497958
"72",3,2012,9,10,"2012-09-10",65.4,49.1,1014.3,10,5.7,20,26,71.1,55.4,0.16,999.9,0,637,0.461459403905447,0.414017904457363,0.748344370860927,1.06871447014368
"73",4,2012,9,11,"2012-09-11",62.8,41.8,1022.9,10,3.1,18.1,26,72,54,0,999.9,0,521,0.34224049331963,-0.743680650687164,0.492273730684327,-0.300225195627592
"74",5,2012,9,12,"2012-09-12",68.5,49.7,1026.5,10,2.1,9.9,999.9,80.1,55,0,999.9,0,651,0.47584789311408,0.553740143871357,0.77924944812362,1.23393132635745
"75",6,2012,9,13,"2012-09-13",70.4,54.8,1027.4,10,3.2,9.9,999.9,80.1,62.1,0,999.9,0,632,0.456320657759507,0.36411710466665,0.737306843267108,1.00970845006733
"76",7,2012,9,14,"2012-09-14",70.5,57.7,1023.4,9.7,2.3,9.9,999.9,80.1,55.4,0,999.9,0,609,0.432682425488181,0.134573425629373,0.686534216335541,0.738280757716131
"77",2,2012,9,15,"2012-09-15",67.2,54.1,1019.1,10,5.1,14,20,72,60.1,0.01,999.9,0,557,0.379239465570401,-0.384394892194035,0.571743929359823,0.124618148922113
"78",1,2012,9,16,"2012-09-16",65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,999.9,0,458,0.277492291880781,-1.37243072805014,0.353200883002208,-1.04370104858958
"79",3,2012,9,17,"2012-09-17",66.5,48,1018.3,10,2.2,7,999.9,77,48.2,0,999.9,0,452,0.271325796505653,-1.432311687799,0.339955849889625,-1.11450827268119
"80",4,2012,9,18,"2012-09-18",70.6,64.8,1011.8,7.6,5.5,19,27,75.2,57.2,0.11,999.9,1,556,0.378211716341213,-0.394375052152178,0.56953642384106,0.112816944906843
"81",5,2012,9,19,"2012-09-19",66.7,56.1,1015.2,7.6,6.3,21,27,73,57,0.68,999.9,0,612,0.435765673175745,0.164513905503801,0.693156732891832,0.773684369761939
"82",6,2012,9,20,"2012-09-20",61,48.3,1021.5,10,4.6,15.9,22.9,68,55,0.04,999.9,0,522,0.343268242548818,-0.733700490729022,0.494481236203091,-0.288423991612323
"83",7,2012,9,21,"2012-09-21",64.7,53.7,1018.9,10,4.7,16.9,22,73,51.8,0,999.9,0,654,0.478931140801644,0.583680623745785,0.785871964679912,1.26933493840326
"84",2,2012,9,22,"2012-09-22",66.3,60.6,1012.6,8.1,5.6,15,20,75.9,60.1,0.01,999.9,0,547,0.36896197327852,-0.48419649177546,0.549668874172185,0.00660610876941692
"85",1,2012,9,23,"2012-09-23",63.8,50.3,1015.4,9,6.4,12,15.9,72,55.4,0.22,999.9,0,480,0.300102774922919,-1.15286720897101,0.401766004415011,-0.784074560253645
"86",3,2012,9,24,"2012-09-24",59,40.4,1020,10,3.3,12,20,66.2,53.1,0,999.9,0,562,0.384378211716341,-0.334494092403323,0.582781456953642,0.183624168998461
"87",4,2012,9,25,"2012-09-25",62,43.4,1021,10,4.9,15,15.9,72,46,0,999.9,0,594,0.41726618705036,-0.0151289737427638,0.653421633554084,0.561262697487087
"88",5,2012,9,26,"2012-09-26",67.7,56.8,1018.7,10,4.3,14,999.9,75.9,62.6,0,999.9,0,404,0.221993833504625,-1.91135936578983,0.233995584988962,-1.68096606541413
"89",6,2012,9,27,"2012-09-27",69,60.4,1019.4,8.7,1.8,16.9,20,73.9,55.4,0.01,999.9,0,620,0.44398766700925,0.244355185168941,0.710816777041943,0.868094001884096
"90",7,2012,9,28,"2012-09-28",65.2,61.8,1019.8,5.9,5.1,15.9,22.9,69.1,51.8,0.25,999.9,1,703,0.52929085303186,1.07270846169477,0.894039735099338,1.84759393515147
"91",2,2012,9,29,"2012-09-29",62.4,58.8,1013,7.6,3.9,14,21,68,57,0.37,999.9,1,485,0.305241521068859,-1.10296640918029,0.41280353200883,-0.725068540177297
"92",1,2012,9,30,"2012-09-30",60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,999.9,0,449,0.268242548818088,-1.46225216767342,0.333333333333333,-1.149911884727
"93",3,2012,10,1,"2012-10-01",60.6,46.8,1011.2,10,4.7,23.9,33,70,53.1,0.46,999.9,0,555,0.377183967112025,-0.40435521211032,0.567328918322296,0.101015740891574
"94",4,2012,10,2,"2012-10-02",63.7,54.2,1015.5,7.3,2.4,9.9,999.9,70,60.1,0,999.9,0,593,0.416238437821172,-0.0251091337009063,0.65121412803532,0.549461493471817
"95",5,2012,10,3,"2012-10-03",65.6,64.3,1016.6,1.5,3.5,9.9,999.9,73,62.6,0.45,999.9,1,502,0.322713257965057,-0.933303689891871,0.450331125827815,-0.524448071917714
"96",6,2012,10,4,"2012-10-04",68.6,66.2,1019,2.9,2.2,13,999.9,73.4,62.6,0.01,999.9,1,554,0.376156217882837,-0.414335372068463,0.565121412803532,0.089214536876304
"97",7,2012,10,5,"2012-10-05",67.8,59.7,1016.7,8.4,3.3,9.9,999.9,78.1,60.8,0,999.9,0,693,0.519013360739979,0.972906862113341,0.8719646799117,1.72958189499878
"98",2,2012,10,6,"2012-10-06",66.1,57.9,1010.5,7,5.2,15,21,75,57,0.01,999.9,1,500,0.32065775950668,-0.953264009808156,0.445916114790287,-0.548050479948253
"99",1,2012,10,7,"2012-10-07",52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,999.9,0,481,0.301130524152107,-1.14288704901286,0.403973509933775,-0.772273356238375
"100",3,2012,10,8,"2012-10-08",49.9,42.9,1022.9,9,3.5,15.9,23.9,55.9,44.1,0.2,999.9,0,376,0.193216855087359,-2.19080384461782,0.172185430463576,-2.01139977784168
"101",4,2012,10,9,"2012-10-09",53.8,48.5,1022.3,8.5,5.6,18.1,26,57.2,50,0.46,999.9,0,570,0.392600205549846,-0.254652812738183,0.600441501103753,0.278033801120617
"102",5,2012,10,10,"2012-10-10",58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,999.9,0,640,0.464542651593011,0.44395838433179,0.754966887417219,1.10411808218949
"103",6,2012,10,11,"2012-10-11",53.4,35.3,1018.9,10,5.5,20,28.9,62.6,46.9,0.02,999.9,0,657,0.482014388489209,0.613621103620212,0.792494481236203,1.30473855044907
"104",7,2012,10,12,"2012-10-12",51.2,35.9,1021.1,10,5.3,19,25.1,62.6,48,0,999.9,0,594,0.41726618705036,-0.0151289737427638,0.653421633554084,0.561262697487087
"105",2,2012,10,13,"2012-10-13",45.2,25.9,1030.8,10,3.1,20,27,52,37.9,0,999.9,0,547,0.36896197327852,-0.48419649177546,0.549668874172185,0.00660610876941692
"106",1,2012,10,14,"2012-10-14",58.7,45.9,1021.9,10,5,20,26,69.1,44.6,0,999.9,0,517,0.338129496402878,-0.783601290519734,0.483443708609272,-0.34743001168867
"107",3,2012,10,15,"2012-10-15",65.3,57.8,1009.5,9.4,4.5,20,26,71.1,61,0,999.9,0,607,0.430626927029805,0.114613105713088,0.682119205298013,0.714678349685592
"108",4,2012,10,16,"2012-10-16",55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64,50,0.12,999.9,0,602,0.425488180883864,0.064712305922376,0.671081677704194,0.655672329609244
"109",5,2012,10,17,"2012-10-17",51.9,38,1014.3,10,1.3,11.1,999.9,60.1,44.1,0,999.9,0,615,0.438848920863309,0.194454385378228,0.699779249448124,0.809087981807748
"110",6,2012,10,18,"2012-10-18",56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0,999.9,0,630,0.454265159301131,0.344156784750365,0.732891832229581,0.986106042036792
"111",7,2012,10,19,"2012-10-19",63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,999.9,1,738,0.565262076053443,1.42201406022975,0.971302428256071,2.26063607568591
"112",2,2012,10,20,"2012-10-20",62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,999.9,1,587,0.410071942446043,-0.0849900934497611,0.637969094922737,0.4786542693802
"113",1,2012,10,21,"2012-10-21",56.5,39,1012.9,10,5,18.1,23.9,64,48.9,0,999.9,0,426,0.244604316546763,-1.6917958467107,0.282560706401766,-1.4213395770782
"114",3,2012,10,22,"2012-10-22",57.8,40.1,1017.4,10,4.3,20,26,66,48.9,0,999.9,0,609,0.432682425488181,0.134573425629373,0.686534216335541,0.738280757716131
"115",4,2012,10,23,"2012-10-23",59,44.9,1018.7,9.7,2.2,14,999.9,64,53.1,0,999.9,0,522,0.343268242548818,-0.733700490729022,0.494481236203091,-0.288423991612323
"116",5,2012,10,24,"2012-10-24",57.1,53.5,1019.9,6.4,4.1,9.9,999.9,59,51.8,0.07,999.9,0,494,0.314491264131552,-1.01314496955701,0.432671081677704,-0.618857704039871
"117",6,2012,10,25,"2012-10-25",58,51.3,1023.9,10,3,8.9,999.9,61,43,0,999.9,0,511,0.331963001027749,-0.843482250268589,0.470198675496689,-0.418237235780288
"118",7,2012,10,26,"2012-10-26",60.8,53.4,1022.6,10,1.5,7,999.9,64.9,39.2,0,999.9,0,598,0.421377183967112,0.0247916660898061,0.662251655629139,0.608467513548165
"119",2,2012,10,27,"2012-10-27",61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,999.9,0,524,0.345323741007194,-0.713740170812737,0.498896247240618,-0.264821583581783
"120",1,2012,10,28,"2012-10-28",57.7,50,1010.8,9.6,11.9,22,32.1,61,53.6,0,999.9,0,403,0.220966084275437,-1.92133952574798,0.231788079470199,-1.6927672694294
"121",3,2012,10,29,"2012-10-29",56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,298,0.113052415210689,-2.96925632135294,0,-2.93189369103271
"122",4,2012,10,30,"2012-10-30",53.9,48.9,989,8.1,8.9,22,46,64.4,50,1.97,999.9,0,372,0.189105858170606,-2.23072448445039,0.163355408388521,-2.05860459390276
"123",5,2012,10,31,"2012-10-31",49.7,43.2,999.6,8.6,5.5,14,17.1,60.8,45,0.06,999.9,0,549,0.371017471736896,-0.464236171859175,0.554083885209713,0.0302085167999561
"124",6,2012,11,1,"2012-11-01",47.7,37.4,1001.8,10,6,19,23.9,57.2,43,0.04,999.9,0,439,0.257965056526208,-1.56205376725485,0.311258278145695,-1.2679239248797
"125",7,2012,11,2,"2012-11-02",48.2,36,1003.4,10,5.2,13,25.1,53.6,46,0,999.9,0,345,0.161356628982528,-2.50018880332024,0.103752759381898,-2.37723710231504
"126",2,2012,11,3,"2012-11-03",44.7,30.1,1009.4,10,7.6,15,25.1,51.8,42.1,0.01,999.9,0,307,0.122302158273381,-2.87943488172965,0.0198675496688742,-2.82568285489528
"127",1,2012,11,4,"2012-11-04",43.2,29.6,1014.1,10,6.1,15,22,51.8,39,0,999.9,0,344,0.16032887975334,-2.51016896327838,0.101545253863135,-2.38903830633031
"128",3,2012,11,5,"2012-11-05",42.3,27.3,1016.3,10,5.5,19,23.9,48.2,37.9,0,999.9,0,479,0.299075025693731,-1.16284736892915,0.399558498896247,-0.795875764268914
"129",4,2012,11,6,"2012-11-06",36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,514,0.335046248715313,-0.813541770394162,0.47682119205298,-0.382833623734479
"130",5,2012,11,7,"2012-11-07",37.1,27.1,1014.6,7.3,10.1,42,55.9,48.2,30.9,0,999.9,1,718,0.544707091469681,1.2224108610669,0.927152317880795,2.02461199538051
"131",6,2012,11,8,"2012-11-08",41.2,35.1,1006.4,5.1,15.2,41,59.1,55.9,30.2,2.45,999.9,0,550,0.372045220966084,-0.454256011901033,0.556291390728477,0.0420097208152257
"132",7,2012,11,9,"2012-11-09",43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,688,0.513874614594039,0.923006062322629,0.860927152317881,1.67057587492243
"133",2,2012,11,10,"2012-11-10",48,35,1025,7.9,2,14,20,54,41,0,999.9,0,444,0.263103802672148,-1.51215296746413,0.322295805739514,-1.20891790480335
"134",1,2012,11,11,"2012-11-11",54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,526,0.34737923946557,-0.693779850896452,0.503311258278146,-0.241219175551244
"135",3,2012,11,12,"2012-11-12",56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48,0,999.9,1,547,0.36896197327852,-0.48419649177546,0.549668874172185,0.00660610876941692
"136",4,2012,11,13,"2012-11-13",52.4,47.5,1024.6,8.8,6.1,25.1,29.9,62.6,44.1,0.06,999.9,0,648,0.472764645426516,0.52379966399693,0.772626931567329,1.19852771431164
"137",5,2012,11,14,"2012-11-14",42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,999.9,0,625,0.44912641315519,0.294255984959653,0.721854304635762,0.927100021960444
"138",6,2012,11,15,"2012-11-15",40.4,25,1029.7,10,5.3,21,27,48.2,36,0,999.9,0,623,0.447070914696814,0.274295665043368,0.717439293598234,0.903497613929905
"139",7,2012,11,16,"2012-11-16",41.9,29.5,1026.4,9.7,5.8,15,999.9,48.2,37.9,0,999.9,0,672,0.49743062692703,0.763323502992349,0.82560706401766,1.48175661067811
"140",2,2012,11,17,"2012-11-17",43.6,27.9,1034.8,10,4.7,16.9,22,51.1,39,0,999.9,0,542,0.36382322713258,-0.534097291566172,0.538631346578366,-0.052399911306931
"141",1,2012,11,18,"2012-11-18",43.2,31,1037.2,9.8,5.5,14,21,48.9,34,0,999.9,0,446,0.265159301130524,-1.49219264754785,0.326710816777042,-1.18531549677281
"142",3,2012,11,19,"2012-11-19",43,34.8,1032.3,10,6.3,16.9,22.9,53.6,37.9,0,999.9,0,585,0.408016443987667,-0.104950413366046,0.63355408388521,0.455051861349661
"143",4,2012,11,20,"2012-11-20",44.4,32.8,1022.1,10,3.6,14,19,51.8,39.9,0,999.9,0,671,0.496402877697842,0.753343343034207,0.823399558498896,1.46995540666284
"144",5,2012,11,21,"2012-11-21",46.5,32.7,1021.7,10,4.2,16.9,22,53.6,41,0,999.9,0,689,0.514902363823227,0.932986222280771,0.863134657836645,1.6823770789377
